text,category
"Dear Customer, INR 873.27 has been credited to A/c XXXX56 on 10th May 2024, 12:00 AM, 07:59 AM via IMPS from Reynolds-Obrien. Current Balance: INR 1,220.23.",income
"INR 230.87 credited to A/c XXXX35 on 10th May 2024, 12:00 AM via RTGS from Kennedy-Clayton. Current Balance: INR 1,317.52.",income
"Sent Rs.808.20 from Axis Bank AC X9781 to phonepe1651030@paytm on 2024-03-03.UPI Ref 162694484834. Not you, https://roman-davis.biz/",expense
"Rs.2354.76 Credited to SB-xxx9128 AcBal:3137.73 CLRBal: 18,312.16 [581006] Rivera Place on 09th May 2024, 12:00 AM. Mcmahon-Mack.",income
"Sent Rs.4013.52 from Kotak Bank AC X7998 to googlepay9644359@paytm on 2024-03-20.UPI Ref 391055645098. Not you, https://york.org/",expense
VPA (240)421-0249@paytm linked to ICICI a/c XX6276 debited Rs.7424.54 and credited to VHQD86238778346167.ifsc.npci -Ref 240732175469,expense
"Sent Rs.3373.13 from Kotak Bank AC X5881 to googlepay6346475@paytm on 2024-02-17.UPI Ref 963130646441. Not you, http://gibson.com/",expense
"Sent Rs.507.59 from Axis Bank AC X6501 to paytm9990039@paytm on 2024-02-03.UPI Ref 533066022927. Not you, http://walters.com/",expense
"Rs.3366.92 Credited to SB-xxx9164 AcBal:1836.12 CLRBal: 16,460.27 [1565] Tanya Glen on 03th May 2024, 12:00 AM. Lee-Greene.",income
"Sent Rs.7205.01 from Axis Bank AC X1152 to googlepay3424847@paytm on 2024-04-07.UPI Ref 271099087064. Not you, https://www.levine-torres.com/",expense
"Rs.1940.01 Credited to SB-xxx6344 AcBal:4790.45 CLRBal: 17,715.64 [834951] Chelsey Gardens on 12th May 2024, 12:00 AM. Johnson-Baker.",income
"Rs.3357.37 Credited to SB-xxx7059 AcBal:2212.40 CLRBal: 17,733.02 [315537] Bradley Neck on 10th May 2024, 12:00 AM. Gibson Inc.",income
"Sent Rs.1389.29 from Kotak Bank AC X4059 to phonepe8600427@paytm on 2024-03-27.UPI Ref 681119992338. Not you, http://www.todd.com/",expense
"INR 3513.05 credited to A/c XXXX36 on 09th May 2024, 12:00 AM via RTGS from Gonzalez-Hughes. Current Balance: INR 9,729.38.",income
VPA +1-415-397-2364x089@paytm linked to Bank a/c XX8547 debited Rs.7049.54 and credited to JKTS57913690642273.ifsc.npci -Ref 991783351432,expense
UPI -VPA (857)702-4484x574@paytm linked to ICICI a/c XX4339 debited Rs.5252.91 and credited to GB62SBRD91294260576081.ifsc.npci -Ref 265073691261,expense
"Dear Customer, INR 685.25 has been credited to A/c XXXX22 on 05th May 2024, 12:00 AM, 10:15 AM via IMPS from Welch LLC. Current Balance: INR 7,226.91.",income
"Rs.3146.62 Credited to SB-xxx9355 AcBal:1077.90 CLRBal: 10,309.76 [915995] Lane Lake on 07th May 2024, 12:00 AM. Forbes-Nguyen.",income
"INR 4822.26 credited to A/c XXXX31 on 13th May 2024, 12:00 AM via IMPS from Russo-Robinson. Current Balance: INR 4,293.62.",income
3570.50 Debited ATM Card Maint Charge GST in your Ac XX4295 on 2024-01-14. .Avl BalRs 1078.10.,expense
3939.03 Debited ATM Card Maint Charge GST in your Ac XX5691 on 2024-02-15. .Avl BalRs 3234.84.,expense
"Rs.4528.82 Credited to SB-xxx2559 AcBal:3689.73 CLRBal: 14,218.63 [47036] Hartman Mountain on 07th May 2024, 12:00 AM. Perez and Sons.",income
4388.33 Debited ATM Card Maint Charge GST in your Ac XX6641 on 2024-01-23. .Avl BalRs 7472.33.,expense
"INR 196.50 credited to A/c XXXX59 on 02th May 2024, 12:00 AM via RTGS from Anderson Ltd. Current Balance: INR 8,615.74.",income
"Rs.3475.97 Credited to SB-xxx8875 AcBal:4299.68 CLRBal: 14,693.37 [330743] Walker Viaduct on 09th May 2024, 12:00 AM. Thompson, Steele and Gonzalez.",income
"Rs.2347.79 Credited to SB-xxx2011 AcBal:4365.88 CLRBal: 14,842.15 [495054] Sloan Rapids on 04th May 2024, 12:00 AM. Hahn-Mcguire.",income
UPI -VPA +1-714-811-6424@paytm linked to SBI a/c XX3103 debited Rs.4698.47 and credited to BGGA16788396181384.ifsc.npci -Ref 443904534286,expense
"Your salary of INR 37603.71 has been credited to A/c XXXX26 on 10th May 2024, 12:00 AM via UPI from Perry-Roberson. Current Balance: INR 1,147.94.",income
7084.46 Debited ATM Card Maint Charge GST in your Ac XX8361 on 2024-04-12. .Avl BalRs 3981.03.,expense
UPI -VPA (755)598-5510x10018@paytm linked to SBI a/c XX8571 debited Rs.8007.32 and credited to XUOB86869793326421.ifsc.npci -Ref 696767713353,expense
"Rs.2363.46 Credited to SB-xxx4803 AcBal:2785.61 CLRBal: 15,914.72 [847227] Ferguson Turnpike on 13th May 2024, 12:00 AM. Pitts LLC.",income
"INR 2791.91 credited to A/c XXXX81 on 11th May 2024, 12:00 AM via RTGS from Mora, Mcguire and Jarvis. Current Balance: INR 7,399.33.",income
"INR 404.29 credited to A/c XXXX53 on 12th May 2024, 12:00 AM via UPI from Mcdaniel-Wells. Current Balance: INR 6,997.22.",income
6134.45 Debited ATM Card Maint Charge GST in your Ac XX9964 on 2024-01-28. .Avl BalRs 4723.49.,expense
9843.59 Debited ATM Card Maint Charge GST in your Ac XX5324 on 2024-02-10. .Avl BalRs 5391.89.,expense
VPA 694.735.3714@paytm linked to Bank a/c XX6644 debited Rs.8536.14 and credited to GB37OAVC05535784670225.ifsc.npci -Ref 294497702135,expense
"INR 4959.77 credited to A/c XXXX87 on 08th May 2024, 12:00 AM via IMPS from Baird Ltd. Current Balance: INR 5,465.87.",income
"Rs.1948.04 Credited to SB-xxx4509 AcBal:4050.10 CLRBal: 12,198.29 [336962] Stevens Springs on 13th May 2024, 12:00 AM. Hughes LLC.",income
VPA 001-867-499-3418x8604@paytm linked to Bank a/c XX4013 debited Rs.9799.12 and credited to FIKI08418306160787.ifsc.npci -Ref 237214154623,expense
VPA 837.605.6200@paytm linked to HDFC a/c XX2270 debited Rs.7412.33 and credited to GB56EJEC65969341821241.ifsc.npci -Ref 104941285727,expense
"Rs.4003.33 Credited to SB-xxx1412 AcBal:4892.05 CLRBal: 19,445.20 [430039] Hardy Forks on 04th May 2024, 12:00 AM. Duran and Sons.",income
"Dear Customer, INR 228.26 has been credited to A/c XXXX79 on 08th May 2024, 12:00 AM, 11:19 PM via IMPS from James, Smith and Guerrero. Current Balance: INR 5,532.63.",income
1500.40 Debited ATM Card Maint Charge GST in your Ac XX9212 on 2024-02-04. .Avl BalRs 989.87.,expense
"INR 339.49 credited to A/c XXXX99 on 10th May 2024, 12:00 AM via RTGS from Carrillo PLC. Current Balance: INR 2,347.71.",income
VPA (719)668-0771x1086@paytm linked to Bank a/c XX8889 debited Rs.3681.38 and credited to JXVG89170383902938.ifsc.npci -Ref 280120787759,expense
"Dear Customer, INR 373.97 has been credited to A/c XXXX77 on 01th May 2024, 12:00 AM, 12:33 AM via IMPS from Lewis LLC. Current Balance: INR 2,210.94.",income
6369.55 Debited ATM Card Maint Charge GST in your Ac XX9762 on 2024-05-10. .Avl BalRs 6303.71.,expense
"Dear Customer, INR 860.67 has been credited to A/c XXXX95 on 04th May 2024, 12:00 AM, 02:53 PM via IMPS from Boyer-Zamora. Current Balance: INR 5,718.82.",income
"Sent Rs.6539.90 from HDFC Bank AC X8917 to phonepe6635917@paytm on 2024-04-17.UPI Ref 312401437493. Not you, https://mcconnell.com/",expense
"INR 2897.76 credited to A/c XXXX42 on 13th May 2024, 12:00 AM via IMPS from Obrien, Jones and Neal. Current Balance: INR 2,613.17.",income
VPA (767)406-2829x77385@paytm linked to HDFC a/c XX6064 debited Rs.2809.91 and credited to KVME18699161476538.ifsc.npci -Ref 383503982208,expense
"Rs.3175.81 Credited to SB-xxx5442 AcBal:2645.06 CLRBal: 10,080.92 [215287] Young Haven on 04th May 2024, 12:00 AM. Lucas-Nguyen.",income
"INR 43.35 credited to A/c XXXX91 on 06th May 2024, 12:00 AM via IMPS from Graham, Hopkins and Silva. Current Balance: INR 8,387.83.",income
UPI -VPA 269.559.2278@paytm linked to HDFC a/c XX6778 debited Rs.3874.92 and credited to GB22BJSI23014868554786.ifsc.npci -Ref 244877139847,expense
"INR 430.72 credited to A/c XXXX40 on 08th May 2024, 12:00 AM via RTGS from Mcbride-Reynolds. Current Balance: INR 8,157.13.",income
"Rs.1191.70 Credited to SB-xxx7777 AcBal:4653.73 CLRBal: 10,023.81 [90554] Washington Heights on 01th May 2024, 12:00 AM. Robbins-Johnson.",income
1192.15 Debited ATM Card Maint Charge GST in your Ac XX3094 on 2024-05-05. .Avl BalRs 7831.45.,expense
7077.78 Debited ATM Card Maint Charge GST in your Ac XX8882 on 2024-05-01. .Avl BalRs 1825.05.,expense
"INR 34.53 credited to A/c XXXX29 on 12th May 2024, 12:00 AM via RTGS from Whitney, Williams and Bradley. Current Balance: INR 5,631.30.",income
"INR 1588.62 credited to A/c XXXX23 on 08th May 2024, 12:00 AM via UPI from Wang-Clark. Current Balance: INR 7,799.29.",income
2790.65 Debited ATM Card Maint Charge GST in your Ac XX2251 on 2024-01-11. .Avl BalRs 7683.99.,expense
UPI -VPA +1-839-903-6982x95962@paytm linked to SBI a/c XX4738 debited Rs.207.48 and credited to NSYW10583343194781.ifsc.npci -Ref 488937646189,expense
"INR 2606.75 credited to A/c XXXX31 on 04th May 2024, 12:00 AM via RTGS from Stewart and Sons. Current Balance: INR 3,361.15.",income
"Dear Customer, INR 266.70 has been credited to A/c XXXX19 on 05th May 2024, 12:00 AM, 08:32 PM via IMPS from Alvarez, White and Melton. Current Balance: INR 9,273.63.",income
UPI -VPA 600-996-4088@paytm linked to ICICI a/c XX2105 debited Rs.1759.39 and credited to GB60GAHO08424829918058.ifsc.npci -Ref 400738062278,expense
"INR 214.42 credited to A/c XXXX73 on 08th May 2024, 12:00 AM via UPI from Marks, Noble and Francis. Current Balance: INR 9,284.05.",income
"INR 1829.66 credited to A/c XXXX24 on 10th May 2024, 12:00 AM via IMPS from Gonzalez and Sons. Current Balance: INR 2,295.13.",income
UPI -VPA (660)996-9161x159@paytm linked to HDFC a/c XX5477 debited Rs.4156.07 and credited to GB83HLDW23282582801936.ifsc.npci -Ref 488354739278,expense
"INR 130.40 credited to A/c XXXX19 on 06th May 2024, 12:00 AM via RTGS from Bowen, Taylor and Hernandez. Current Balance: INR 6,669.67.",income
"Rs.2270.47 Credited to SB-xxx6629 AcBal:2807.08 CLRBal: 19,943.31 [992052] Catherine Lodge on 05th May 2024, 12:00 AM. Deleon-Schmidt.",income
UPI -VPA 321.380.8318@paytm linked to Bank a/c XX6879 debited Rs.1178.83 and credited to GB27TCIM88768528940652.ifsc.npci -Ref 725700959204,expense
UPI -VPA +1-972-312-5023x848@paytm linked to SBI a/c XX8183 debited Rs.6993.49 and credited to PUYV37778308596308.ifsc.npci -Ref 468536263369,expense
"Rs.4391.26 Credited to SB-xxx5674 AcBal:2507.73 CLRBal: 18,249.26 [263793] Deborah Road on 10th May 2024, 12:00 AM. Cook Ltd.",income
VPA 912.426.3544@paytm linked to Bank a/c XX6896 debited Rs.7332.70 and credited to GB48OOQO79069012053386.ifsc.npci -Ref 861996986427,expense
"Your salary of INR 12428.73 has been credited to A/c XXXX82 on 04th May 2024, 12:00 AM via RTGS from Martinez-Krause. Current Balance: INR 6,236.09.",income
"Rs.1469.09 Credited to SB-xxx7733 AcBal:1849.36 CLRBal: 11,198.05 [772818] Martinez Mill on 08th May 2024, 12:00 AM. Larson, Haas and Wilson.",income
5696.41 Debited ATM Card Maint Charge GST in your Ac XX6400 on 2024-03-01. .Avl BalRs 8664.71.,expense
"Rs.1971.38 Credited to SB-xxx2970 AcBal:1919.77 CLRBal: 11,491.09 [395155] Lee Flat on 10th May 2024, 12:00 AM. Merritt-Davis.",income
3405.64 Debited ATM Card Maint Charge GST in your Ac XX9159 on 2024-02-13. .Avl BalRs 1916.97.,expense
"Your salary of INR 36584.42 has been credited to A/c XXXX92 on 02th May 2024, 12:00 AM via RTGS from Baker-Alexander. Current Balance: INR 4,255.54.",income
"Rs.1646.23 Credited to SB-xxx4289 AcBal:1408.97 CLRBal: 11,511.82 [231254] Courtney Green on 03th May 2024, 12:00 AM. Mcpherson LLC.",income
UPI -VPA (756)809-1307x43124@paytm linked to Bank a/c XX1848 debited Rs.1076.40 and credited to GB40SHNE16440945690095.ifsc.npci -Ref 395622402256,expense
"Your salary of INR 20703.99 has been credited to A/c XXXX30 on 11th May 2024, 12:00 AM via UPI from Lewis-Johnson. Current Balance: INR 8,110.51.",income
1284.02 Debited ATM Card Maint Charge GST in your Ac XX7925 on 2024-03-13. .Avl BalRs 3550.88.,expense
"INR 485.44 credited to A/c XXXX24 on 05th May 2024, 12:00 AM via RTGS from Henderson LLC. Current Balance: INR 4,116.25.",income
"INR 3633.39 credited to A/c XXXX38 on 02th May 2024, 12:00 AM via IMPS from Ford, Ferguson and Heath. Current Balance: INR 4,448.29.",income
"INR 1164.00 credited to A/c XXXX83 on 02th May 2024, 12:00 AM via UPI from King Inc. Current Balance: INR 9,240.09.",income
2221.87 Debited ATM Card Maint Charge GST in your Ac XX9397 on 2024-02-23. .Avl BalRs 1233.24.,expense
"Your salary of INR 44778.89 has been credited to A/c XXXX18 on 05th May 2024, 12:00 AM via UPI from Wood, Brown and Hansen. Current Balance: INR 7,435.87.",income
"INR 312.18 credited to A/c XXXX92 on 12th May 2024, 12:00 AM via RTGS from Logan, Walsh and Williams. Current Balance: INR 1,174.09.",income
"Dear Customer, INR 858.08 has been credited to A/c XXXX78 on 05th May 2024, 12:00 AM, 01:28 AM via IMPS from Schwartz, Kim and Foster. Current Balance: INR 7,292.73.",income
"INR 967.51 credited to A/c XXXX41 on 04th May 2024, 12:00 AM via RTGS from Doyle, Schultz and Miller. Current Balance: INR 3,490.00.",income
"INR 90.22 credited to A/c XXXX77 on 02th May 2024, 12:00 AM via RTGS from Garcia-Thompson. Current Balance: INR 7,930.15.",income
"Sent Rs.9638.01 from Kotak Bank AC X1211 to phonepe8428997@paytm on 2024-02-06.UPI Ref 889952946197. Not you, http://www.clark-henderson.net/",expense
5649.42 Debited ATM Card Maint Charge GST in your Ac XX7834 on 2024-04-06. .Avl BalRs 5068.64.,expense
878.06 Debited ATM Card Maint Charge GST in your Ac XX9076 on 2024-02-29. .Avl BalRs 7089.94.,expense
VPA 9287692544@paytm linked to HDFC a/c XX7202 debited Rs.4703.65 and credited to GB37TZSQ49543133683348.ifsc.npci -Ref 921984960309,expense
"Dear Customer, INR 958.80 has been credited to A/c XXXX26 on 13th May 2024, 12:00 AM, 11:47 AM via IMPS from Allison Inc. Current Balance: INR 5,169.07.",income
VPA 990.801.8671@paytm linked to ICICI a/c XX5238 debited Rs.7280.61 and credited to GB03ZCHN27994186524760.ifsc.npci -Ref 277824456507,expense
"Your salary of INR 46021.19 has been credited to A/c XXXX82 on 11th May 2024, 12:00 AM via RTGS from Gallegos, Lewis and Jimenez. Current Balance: INR 4,790.81.",income
UPI -VPA 834.310.6657x09361@paytm linked to HDFC a/c XX2100 debited Rs.6255.49 and credited to GB14DHKA62405534225482.ifsc.npci -Ref 881722461947,expense
"Sent Rs.5718.47 from Kotak Bank AC X9279 to phonepe9888365@paytm on 2024-01-28.UPI Ref 339563208079. Not you, https://lopez.org/",expense
"Your salary of INR 24461.61 has been credited to A/c XXXX68 on 01th May 2024, 12:00 AM via UPI from Parsons, Aguilar and Gomez. Current Balance: INR 3,969.27.",income
"Your salary of INR 42194.81 has been credited to A/c XXXX30 on 03th May 2024, 12:00 AM via UPI from Gonzales, Johnson and Lindsey. Current Balance: INR 1,260.74.",income
"INR 3011.25 credited to A/c XXXX18 on 01th May 2024, 12:00 AM via IMPS from Barry Group. Current Balance: INR 5,764.22.",income
1355.13 Debited ATM Card Maint Charge GST in your Ac XX2064 on 2024-03-14. .Avl BalRs 2506.54.,expense
"Dear Customer, INR 569.75 has been credited to A/c XXXX78 on 13th May 2024, 12:00 AM, 08:16 AM via IMPS from Rodgers-Hubbard. Current Balance: INR 7,983.52.",income
"Dear Customer, INR 820.57 has been credited to A/c XXXX36 on 04th May 2024, 12:00 AM, 05:59 AM via IMPS from Martinez Group. Current Balance: INR 4,825.70.",income
"Rs.4188.31 Credited to SB-xxx6407 AcBal:2005.65 CLRBal: 17,381.11 [420562] Hill Freeway on 08th May 2024, 12:00 AM. Hayes, Taylor and Turner.",income
UPI -VPA 219.546.0473x94568@paytm linked to SBI a/c XX9571 debited Rs.9506.63 and credited to FNZG09399868054745.ifsc.npci -Ref 699337764019,expense
"INR 102.07 credited to A/c XXXX53 on 02th May 2024, 12:00 AM via RTGS from Ramos LLC. Current Balance: INR 2,076.66.",income
"INR 14.82 credited to A/c XXXX54 on 09th May 2024, 12:00 AM via RTGS from Matthews, Hartman and Beltran. Current Balance: INR 4,479.24.",income
2443.02 Debited ATM Card Maint Charge GST in your Ac XX2911 on 2024-01-25. .Avl BalRs 2592.70.,expense
"INR 47.05 credited to A/c XXXX88 on 08th May 2024, 12:00 AM via IMPS from Rivera-Campbell. Current Balance: INR 7,335.39.",income
"Dear Customer, INR 901.96 has been credited to A/c XXXX88 on 10th May 2024, 12:00 AM, 03:48 AM via IMPS from Johnson, Joyce and Strong. Current Balance: INR 1,861.11.",income
"Rs.1458.22 Credited to SB-xxx3019 AcBal:4767.32 CLRBal: 19,881.32 [986440] Love Cove on 05th May 2024, 12:00 AM. Mullins Ltd.",income
"INR 1139.90 credited to A/c XXXX68 on 07th May 2024, 12:00 AM via RTGS from Bender and Sons. Current Balance: INR 4,185.70.",income
"INR 1698.88 credited to A/c XXXX32 on 05th May 2024, 12:00 AM via RTGS from Carr-Edwards. Current Balance: INR 3,164.41.",income
"INR 402.77 credited to A/c XXXX53 on 13th May 2024, 12:00 AM via RTGS from Lewis, Paul and Greene. Current Balance: INR 9,681.81.",income
"Your salary of INR 13783.48 has been credited to A/c XXXX51 on 04th May 2024, 12:00 AM via RTGS from Taylor-Chavez. Current Balance: INR 8,363.32.",income
1322.41 Debited ATM Card Maint Charge GST in your Ac XX7452 on 2024-04-05. .Avl BalRs 9545.77.,expense
"Your salary of INR 28211.96 has been credited to A/c XXXX30 on 10th May 2024, 12:00 AM via RTGS from Norris-Carson. Current Balance: INR 8,198.05.",income
VPA 001-211-620-8256x962@paytm linked to HDFC a/c XX4610 debited Rs.7655.38 and credited to GB75XSEF68338379354315.ifsc.npci -Ref 496039866585,expense
"Sent Rs.7782.69 from Kotak Bank AC X1774 to phonepe8423144@paytm on 2024-03-12.UPI Ref 323018856157. Not you, http://www.james-arnold.com/",expense
"INR 495.78 credited to A/c XXXX17 on 04th May 2024, 12:00 AM via RTGS from Pitts, Johnson and Shaw. Current Balance: INR 3,458.02.",income
"INR 316.73 credited to A/c XXXX60 on 04th May 2024, 12:00 AM via RTGS from Klein-Richardson. Current Balance: INR 2,644.00.",income
"Rs.2868.97 Credited to SB-xxx2276 AcBal:3628.45 CLRBal: 16,519.27 [126254] Gonzalez Center on 02th May 2024, 12:00 AM. Mendoza, Holland and Webb.",income
1036.09 Debited ATM Card Maint Charge GST in your Ac XX1879 on 2024-04-20. .Avl BalRs 5654.20.,expense
"Your salary of INR 43202.25 has been credited to A/c XXXX84 on 10th May 2024, 12:00 AM via IMPS from Whitney, Lee and Jimenez. Current Balance: INR 1,271.72.",income
"INR 34.89 credited to A/c XXXX82 on 08th May 2024, 12:00 AM via RTGS from Huffman, Webb and Fields. Current Balance: INR 7,263.21.",income
"INR 172.86 credited to A/c XXXX85 on 11th May 2024, 12:00 AM via RTGS from Patterson-White. Current Balance: INR 2,957.24.",income
"Your salary of INR 46535.14 has been credited to A/c XXXX12 on 02th May 2024, 12:00 AM via RTGS from Mcdonald and Sons. Current Balance: INR 7,804.15.",income
"Dear Customer, INR 786.18 has been credited to A/c XXXX52 on 09th May 2024, 12:00 AM, 09:24 AM via IMPS from Caldwell-Wilson. Current Balance: INR 4,245.69.",income
VPA 380-706-1298x03658@paytm linked to ICICI a/c XX3400 debited Rs.3094.01 and credited to QCUV05143078813695.ifsc.npci -Ref 560939787920,expense
"Dear Customer, INR 306.87 has been credited to A/c XXXX33 on 07th May 2024, 12:00 AM, 02:40 PM via IMPS from Carter PLC. Current Balance: INR 1,966.89.",income
"Rs.2777.41 Credited to SB-xxx5346 AcBal:4907.40 CLRBal: 19,610.66 [715807] Kevin Flats on 05th May 2024, 12:00 AM. Lopez-Thomas.",income
"Rs.3084.29 Credited to SB-xxx9486 AcBal:3543.85 CLRBal: 11,034.18 [38405] Kristen Square on 02th May 2024, 12:00 AM. Cunningham-Salas.",income
"INR 3899.65 credited to A/c XXXX25 on 05th May 2024, 12:00 AM via IMPS from Nguyen, Rasmussen and Barnes. Current Balance: INR 9,376.48.",income
"INR 4122.63 credited to A/c XXXX45 on 05th May 2024, 12:00 AM via IMPS from Lee PLC. Current Balance: INR 4,146.20.",income
"INR 2688.64 credited to A/c XXXX74 on 01th May 2024, 12:00 AM via IMPS from Dawson and Sons. Current Balance: INR 3,027.18.",income
UPI -VPA 2487504984@paytm linked to SBI a/c XX3059 debited Rs.2977.75 and credited to GB96QNRD83055261594977.ifsc.npci -Ref 728705598926,expense
"INR 533.51 credited to A/c XXXX45 on 11th May 2024, 12:00 AM via UPI from Williams-Moore. Current Balance: INR 7,474.78.",income
"Rs.4561.08 Credited to SB-xxx6259 AcBal:4772.05 CLRBal: 10,980.95 [162192] Matthew Dam on 09th May 2024, 12:00 AM. Jones Inc.",income
UPI -VPA 515.984.6498x50317@paytm linked to Bank a/c XX1006 debited Rs.2814.42 and credited to GB37BGGT71462178919498.ifsc.npci -Ref 904176950039,expense
"Sent Rs.8960.48 from Kotak Bank AC X9201 to paytm5886880@paytm on 2024-04-22.UPI Ref 966988476472. Not you, https://www.chapman-key.com/",expense
"Dear Customer, INR 188.65 has been credited to A/c XXXX78 on 02th May 2024, 12:00 AM, 04:28 PM via IMPS from Hall-David. Current Balance: INR 9,673.82.",income
"Sent Rs.8561.15 from Axis Bank AC X9987 to googlepay6754199@paytm on 2024-01-02.UPI Ref 880901767034. Not you, http://www.williams.com/",expense
"Sent Rs.5336.94 from HDFC Bank AC X5411 to paytm9229542@paytm on 2024-03-21.UPI Ref 539901637176. Not you, http://www.hanson-perkins.info/",expense
"Rs.2716.64 Credited to SB-xxx7060 AcBal:1147.31 CLRBal: 10,395.99 [131667] Billy Forks on 02th May 2024, 12:00 AM. Carter-Rodriguez.",income
"Rs.3684.17 Credited to SB-xxx2396 AcBal:3705.27 CLRBal: 11,257.52 [246854] Diane Brooks on 07th May 2024, 12:00 AM. Escobar-Obrien.",income
7730.92 Debited ATM Card Maint Charge GST in your Ac XX7539 on 2024-04-15. .Avl BalRs 3416.11.,expense
"INR 3142.27 credited to A/c XXXX11 on 08th May 2024, 12:00 AM via IMPS from Hayes-Wilkins. Current Balance: INR 6,099.12.",income
"Sent Rs.1125.57 from Kotak Bank AC X8548 to googlepay7053707@paytm on 2024-01-18.UPI Ref 259642959885. Not you, https://www.alvarez.org/",expense
"INR 71.02 credited to A/c XXXX98 on 05th May 2024, 12:00 AM via RTGS from Johnson Group. Current Balance: INR 2,666.88.",income
"Your salary of INR 41042.46 has been credited to A/c XXXX17 on 04th May 2024, 12:00 AM via IMPS from Serrano, Harmon and Martinez. Current Balance: INR 5,994.07.",income
VPA 001-696-554-1037x31493@paytm linked to ICICI a/c XX2163 debited Rs.9732.97 and credited to CWTR35957507817785.ifsc.npci -Ref 335918650336,expense
"Dear Customer, INR 864.01 has been credited to A/c XXXX38 on 09th May 2024, 12:00 AM, 08:18 AM via IMPS from Cook-Wright. Current Balance: INR 5,721.81.",income
"Dear Customer, INR 921.68 has been credited to A/c XXXX65 on 08th May 2024, 12:00 AM, 10:02 PM via IMPS from Fleming-Rodriguez. Current Balance: INR 9,046.20.",income
"INR 474.28 credited to A/c XXXX34 on 06th May 2024, 12:00 AM via UPI from Garcia-Miller. Current Balance: INR 5,096.22.",income
"INR 4454.89 credited to A/c XXXX39 on 07th May 2024, 12:00 AM via UPI from Wallace, Harrison and Davidson. Current Balance: INR 1,115.90.",income
"Dear Customer, INR 748.34 has been credited to A/c XXXX13 on 04th May 2024, 12:00 AM, 04:22 PM via IMPS from Jones-Townsend. Current Balance: INR 3,421.98.",income
"INR 499.33 credited to A/c XXXX72 on 12th May 2024, 12:00 AM via RTGS from Fritz, Wallace and Rodriguez. Current Balance: INR 7,345.94.",income
"Your salary of INR 48189.13 has been credited to A/c XXXX49 on 09th May 2024, 12:00 AM via RTGS from Mitchell and Sons. Current Balance: INR 2,431.80.",income
"Sent Rs.2153.83 from HDFC Bank AC X5422 to googlepay6788108@paytm on 2024-02-29.UPI Ref 368842698412. Not you, http://www.le-williams.org/",expense
"Sent Rs.8140.04 from SBI Bank AC X5422 to phonepe4793745@paytm on 2024-02-03.UPI Ref 208424844577. Not you, https://king-wu.com/",expense
VPA 001-513-867-0355x66480@paytm linked to SBI a/c XX8240 debited Rs.4922.79 and credited to IQXG60600295587178.ifsc.npci -Ref 814725831672,expense
"INR 4041.15 credited to A/c XXXX33 on 04th May 2024, 12:00 AM via RTGS from Patterson-White. Current Balance: INR 6,206.07.",income
"INR 136.55 credited to A/c XXXX48 on 08th May 2024, 12:00 AM via RTGS from Price and Sons. Current Balance: INR 4,405.00.",income
"Dear Customer, INR 432.37 has been credited to A/c XXXX37 on 10th May 2024, 12:00 AM, 08:36 PM via IMPS from Willis, Brown and Ochoa. Current Balance: INR 7,075.91.",income
"INR 3003.36 credited to A/c XXXX31 on 07th May 2024, 12:00 AM via UPI from Baker-Singleton. Current Balance: INR 3,830.42.",income
"INR 4554.41 credited to A/c XXXX91 on 12th May 2024, 12:00 AM via RTGS from Parsons, Lynch and Nguyen. Current Balance: INR 8,567.21.",income
6737.52 Debited ATM Card Maint Charge GST in your Ac XX4288 on 2024-02-01. .Avl BalRs 3385.51.,expense
"Sent Rs.8172.79 from Kotak Bank AC X3230 to phonepe5261101@paytm on 2024-02-07.UPI Ref 268405994065. Not you, https://mclaughlin-clark.com/",expense
"INR 244.88 credited to A/c XXXX23 on 09th May 2024, 12:00 AM via RTGS from Hunt LLC. Current Balance: INR 6,526.92.",income
"Your salary of INR 38418.34 has been credited to A/c XXXX36 on 03th May 2024, 12:00 AM via IMPS from Williams Inc. Current Balance: INR 6,674.72.",income
9355.67 Debited ATM Card Maint Charge GST in your Ac XX3826 on 2024-01-08. .Avl BalRs 6214.06.,expense
"INR 340.40 credited to A/c XXXX10 on 08th May 2024, 12:00 AM via RTGS from Espinoza, Graves and Jackson. Current Balance: INR 6,771.77.",income
"Dear Customer, INR 842.71 has been credited to A/c XXXX11 on 09th May 2024, 12:00 AM, 04:41 PM via IMPS from Erickson, Powell and Hawkins. Current Balance: INR 7,907.16.",income
"INR 216.00 credited to A/c XXXX58 on 08th May 2024, 12:00 AM via RTGS from Torres, Hamilton and Davis. Current Balance: INR 6,114.93.",income
"Your salary of INR 24116.21 has been credited to A/c XXXX45 on 04th May 2024, 12:00 AM via IMPS from Morgan-Frye. Current Balance: INR 9,688.10.",income
"Dear Customer, INR 163.95 has been credited to A/c XXXX18 on 10th May 2024, 12:00 AM, 07:35 AM via IMPS from Rogers, Carter and Lee. Current Balance: INR 1,577.32.",income
"Dear Customer, INR 565.21 has been credited to A/c XXXX71 on 10th May 2024, 12:00 AM, 09:56 PM via IMPS from Horton, Gordon and Bray. Current Balance: INR 4,305.35.",income
"Your salary of INR 16043.46 has been credited to A/c XXXX18 on 06th May 2024, 12:00 AM via IMPS from Evans PLC. Current Balance: INR 4,159.04.",income
